Burgers & Frites ; None ; None ; 3082 LA, Rotterdam ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.072962 ; 1 ; 2013 ; 
M. El Ghaddioui t.h.o.d.n. Subway Kralingen ; None ; None ; 3063 BM, Rotterdam ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.072962 ; 1 ; 2013 ; 
Letojanni Delicatezze en Pizzeria ; None ; None ; 3086 LP, Rotterdam ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.072962 ; 1 ; 2015 ; 
New York Pizza Fred B.V. ; None ; Frederik Hendriklaan 62 A ; 2582 BD, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Subsidiary ; +31-703515019 ; 2018 ; 3.5 ; 45 ; 2018 ; 
HMSHost Nederland B.V. ; HMSHost Nederland thodn Burger King Den Haag ; Koningin Julianaplein 56 ; 2595 AA, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; +31-206034603 ; 2016 ; 2.519827 ; 30 ; 2006 ; 
SSP Nederland B.V. ; Starbucks (Den Haag CS) ; Koningin Julianaplein 10 ; 2595 AA, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; +31-204058264 ; 2016 ; 2.519827 ; 32 ; 1999 ; 
HMSHost Nederland B.V. ; De Broodzaak (station Den Haag CS) ; Koningin Julianaplein 10 ; 2595 AA, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; +31-206034603 ; 2016 ; 2.519827 ; 22 ; 2014 ; 
HMSHost Nederland B.V. ; HMSHost Nederland thodn La Place E. DenHaag C ; Koningin Julianaplein 67 ; 2595 AA, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; +31-206034603 ; 2016 ; 2.519827 ; 21 ; 2015 ; 
McFati B.V. ; McDonald's Haaglanden Megastores ; Waldorpstraat 138 ; 2521 CD, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Subsidiary ; +31-703881634 ; 2019 ; 1.943375 ; 25 ; 2016 ; 
JM Snacks B.V. ; JM Snacks ; Strandweg 3 L ; 2586 JK, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Independent ; None ; 2019 ; 1.654 ; 20 ; 2018 ; 
McBuitenhof B.V. ; McBuitenhof B.V. ; Buitenhof 22 ; 2513 AG, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Subsidiary ; +31-703650958 ; 2019 ; 1.5547 ; 20 ; 2007 ; 
Kaldera B.V. ; None ; Koningin Julianaplein 10 ; 2595 AA, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Subsidiary ; +31-703865451 ; 2016 ; 1.476965 ; 19 ; 2012 ; 
H & H B.V. ; None ; ANNA POLAKWEG 1 ; 2546 CA, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Subsidiary ; None ; 2019 ; 1.39923 ; 18 ; 2001 ; 
ZINN B.V. ; Zinn Rokkeveen ; Koningin Julianalaan 267 B ; 2273 JG, Voorburg ; ZUID-HOLLAND ; Private Limited Company ; Subsidiary ; +31-653917303 ; 2018 ; 1.39923 ; 18 ; 2016 ; 
McVlamingstraat B.V. ; McVlamingstraat t.h.o.d.n. McDonald´s ; Vlamingstraat 26 ; 2511 BB, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Subsidiary ; +31-703653996 ; 2019 ; 1.39923 ; 18 ; 2009 ; 
Twitter4you B.V. ; Grandcafe Haagsche Bluf ; Haagsche Bluf 3 ; 2511 CN, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Independent ; +31-704272727 ; 2018 ; 1.325 ; 12 ; 2016 ; 
McKurhausweg B.V. ; None ; Kurhausweg 2 ; 2587 RT, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Subsidiary ; None ; 2019 ; 1.321495 ; 17 ; 2007 ; 
"Heere" Horeca Exploitatie B.V. ; Heere Horeca Expl. B.V. ; Laan van Meerdervoort 78 ; 2517 AP, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Subsidiary ; +31-703453232 ; 2018 ; 1988 ; 1.24376 ; DEC ; 
ShabuToGo Ypenburg B.V. ; Shabu Togo Sushi & Grill Ypenburg ; Brigantijnlaan 93 ; 2496 ZR, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Subsidiary ; None ; 2018 ; 1.24376 ; 16 ; 2017 ; 
Coffeeshop-Snackbar-Petit-Restaurant "Big-Ben" ; Coffeeshop-Snackbar-Petit-Rest. Big-Ben ; None ; 2592 CK, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 1.053188 ; 12 ; 1998 ; 
Akkerhuisman v.o.f. ; Lebkov ; None ; 2511 DJ, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Branch ; None ; 2016 ; 1.053188 ; 13 ; 2005 ; 
NS Stations Retailbedrijf B.V. ; Julia's (station Den Haag Centraal) ; Koningin Julianaplein 53 ; 2595 AA, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; None ; 2016 ; 1.053188 ; 12 ; 2014 ; 
SSP Nederland B.V. ; Starbucks (Den Haag Hollands Spoor) ; Stationsplein 42 ; 2515 BW, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; +31-204058264 ; 2016 ; 1.053188 ; 14 ; 2014 ; 
HMSHost Nederland B.V. ; De Broodzaak (Den Haag HS perron) ; Stationsplein 44 ; 2515 BW, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; +31-206034603 ; 2016 ; 1.053188 ; 11 ; 2014 ; 
HMSHost Nederland B.V. ; De Broodzaak Stationshal (den Haag HS) ; Stationsplein 40 ; 2515 BV, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; +31-206034603 ; 2016 ; 1.053188 ; 11 ; 2014 ; 
NS Stations Retailbedrijf B.V. ; Kiosk hal (station Den Haag) ; Koningin Julianaplein 35 A Kiosk hal ; 2595 AA, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; +31-886711290 ; 2016 ; 1.053188 ; 14 ; 2014 ; 
NS Stations Retailbedrijf B.V. ; NS Stations thodn DoorloopKiosk DenHaag CS ; Koningin Julianaplein 33 Kiosk Doorlo ; 2595 AA, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; +31-886711290 ; 2016 ; 1.053188 ; 13 ; 2014 ; 
Lagardère Travel Retail Stations B.V. ; Smullers (Den Haag) ; Koningin Julianaplein 66 ; 2595 AA, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; +31-204109700 ; 2016 ; 1.053188 ; 25 ; 2014 ; 
NS Stations Retailbedrijf B.V. ; NS Stations h.o. Stationshuiskamer (Den Haag) ; Koningin Julianaplein 19 Stationshuis ; 2595 AA, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; +31-620606083 ; 2016 ; 1.053188 ; 10 ; 2015 ; 
Frites Atelier Den Haag B.V. ; Frites Atelier Den Haag ; Venestraat 7 ; 2511 AR, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; +31-641281052 ; 2016 ; 1.053188 ; 12 ; 2015 ; 
Meza Méditerranée ; Meza Libanese Traiteur ; None ; 2582 BX, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 1.022523 ; 6 ; 2017 ; 
AKSU KEBAB V.O.F. ; None ; None ; 2562 GS, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 1.022523 ; 6 ; 2007 ; 
Beachclub Copacabana B.V. ; None ; Strandweg 12 ; 2586 JW, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Independent ; +31-703545545 ; 2019 ; 0.604 ; 10 ; 2020 ; 
Bik Frietwerk B.V. ; BIK Frietwerk ; Turfmarkt 228 ; 2511 DJ, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Independent ; +31-703311207 ; 2018 ; 0.533 ; 7 ; 2016 ; 
IJssalon Iacono ; Iacono IJssalon Capriccio ; None ; 2586 JL, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.500159 ; 5 ; 2017 ; 
IJssalon Fanielje ; None ; None ; 2266 AV, Leidschendam ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.500159 ; 2 ; 2019 ; 
Peppermint Ontbijt en Lunch ; None ; None ; 2514 LJ, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.500159 ; 8 ; 1998 ; 
Ruud's Visboetiek ; None ; None ; 2574 GX, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.500159 ; 4 ; 2019 ; 
Tropisch Huis Abdoel ; Abdoel ; None ; 2571 HT, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.500159 ; 5 ; 2015 ; 
Bamihuisje ; BAMIHUISJE ; None ; 2524 AS, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.500159 ; 8 ; 2003 ; 
Koffie- & Yssalon Florencia V.O.F. ; Koffie- & Yssalon Florencia ; None ; 2513 BN, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.500159 ; 6 ; 2005 ; 
VOF Bij Mauce ; Bij Mauce ; None ; 2593 AN, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.500159 ; 9 ; 2005 ; 
Lodewieck ; None ; None ; 2514 CB, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.500159 ; 5 ; 1998 ; 
N. Stolk t.h.o.d.n. Bram Ladage Verse Patat ; None ; None ; 2511 BE, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.500159 ; 4 ; 2017 ; 
Bos-Vervoort V.O.F. ; Petit Restaurant "Partners" ; None ; 2545 GZ, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.500159 ; 5 ; 1996 ; 
YPSE H.O. Verhage Fastfood ; YPSE h/o Verhage Fastfood ; None ; 2496 SE, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.500159 ; 5 ; 2016 ; 
Paviljoen Malieveld ; None ; None ; 2594 AA, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.500159 ; 9 ; 2017 ; 
Pistache Café ; None ; None ; 2513 CH, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.500159 ; 5 ; 2017 ; 
Home Suhsi ; Home Suhsi ; None ; 2562 GT, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.500159 ; 5 ; 2018 ; 
H & H B.V. ; None ; Leyweg 299 K ; 2545 CJ, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; +31-703666196 ; 2016 ; 0.500159 ; 8 ; 2002 ; 
Lagardère Travel Retail Stations B.V. ; Smullers (Den Haag) ; Stationsplein 32 ; 2515 BV, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; +31-204109700 ; 2016 ; 0.500159 ; 7 ; 2012 ; 
NS Stations Retailbedrijf B.V. ; NS Stations t.h.o.d.n. Kiosk CWV den Haag CS ; Koningin Julianaplein 68 C ; 2595 AA, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; +31-886711290 ; 2016 ; 0.500159 ; 7 ; 2014 ; 
NS Stations Retailbedrijf B.V. ; Kiosk Hal (den Haag Holland Sp.) ; Koningin Julianaplein 65 Kiosk Hal ; 2595 AA, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; None ; 2016 ; 0.500159 ; 8 ; 2014 ; 
NS Stations Retailbedrijf B.V. ; NS Stations t.h.o.d.n. Kiosk AvB Den Haag CS ; Koningin Julianaplein 59 C Kiosk AvB ; 2595 AA, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; +31-886711290 ; 2016 ; 0.500159 ; 5 ; 2014 ; 
YoYo! Concepts B.V. ; YoYo! Fresh Tea Bar ; Wagenstraat 39 ; 2512 AP, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; +31-103030224 ; 2016 ; 0.500159 ; 7 ; 2015 ; 
Het Brouwertje B.V. ; None ; Zilverstraat 76 ; 2544 EL, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Independent ; None ; 2019 ; 0.474 ; 4 ; 1998 ; 
Suiderstrand B.V. ; None ; Strand Zuid 2 A ; 2583 ZZ, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Subsidiary ; +31-703689107 ; 2019 ; 0.46641 ; 6 ; 2016 ; 
Wicked Wines B.V. ; Cafe De La Madeleine ; Valkenbosplein 10 ; 2563 CA, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Subsidiary ; +31-701234567 ; 2018 ; 0.388675 ; 5 ; 2016 ; 
Paviljoen Day by Day B.V. ; None ; Strand Noord 35 ; 2586 ZZ, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Subsidiary ; +31-651125879 ; 2019 ; 2006 ; 0.31094 ; DEC ; 
Sjaak Otten's Coffeeshop B.V. ; Sjaak Otten's Catering ; Gedempte Gracht 679 ; 2512 AM, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Subsidiary ; +31-703639443 ; 2016 ; 0.31094 ; 4 ; 1998 ; 
Mo-Suz B.V. ; None ; Zwolsestraat 9 ; 2587 TX, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Subsidiary ; +31-647478000 ; 2018 ; 2001 ; 0.31094 ; DEC ; 
CT Broodjeszaak B.V. ; None ; Hobbemaplein 37 ; 2526 JB, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Subsidiary ; +31-703106075 ; 2019 ; 0.31094 ; 4 ; 2018 ; 
Timonsvilla B.V. ; Brasserie Meys ; Frederik Hendrikplein 36 ; 2582 AX, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Subsidiary ; +31-703502916 ; 2019 ; 0.31094 ; 4 ; 2019 ; 
Carla's Smaak B.V. ; Carla's Conditorie & Eetbar ; Houtrustweg 457 ; 2583 LL, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Parent ; +31-307510688 ; 2018 ; 2019 ; 0.31094 ; DEC ; 
Barista Café Frederikstraat B.V. ; None ; Kerkstraat 2 ; 2514 KS, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Subsidiary ; +31-639498479 ; 2018 ; 0.31094 ; 4 ; 2015 ; 
V.o.f. Zhang-Yang ; Zhang-Yang h.o.d.n. Foodmaster ; None ; 2548 VK, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2017 ; 
Adam Boekholt thodn De Jong Snacks Erasmusweg ; None ; None ; 2532 RX, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2015 ; 
King "Falafel" ; None ; None ; 2511 BA, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2018 ; 
Cafetaria 't Haantje ; None ; None ; 2566 AA, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 2 ; 2019 ; 
V.O.F. Vishandel N. de Jager ; Vishandel N. de Jager ; None ; 2291 TP, Wateringen ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 2 ; 2019 ; 
IJssalon Marinello ; None ; None ; 2511 CL, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.260125 ; 4 ; 2006 ; 
Leenheer's Cafetaria ; Leenheer-S. Cafetaria ; None ; 2583 HZ, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2020 ; 
Firma Ketjes-Mix ; Fa. Ketjes-Mix ; None ; 2685 DB, Poeldijk ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 4 ; 1998 ; 
Snackcorner Escamp ; None ; None ; 2547 CT, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2000 ; 
Eekhof Fish 'n Chips ; Eekhof Fish 'n Chips ; None ; 2586 JK, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.260125 ; 4 ; 1979 ; 
Restaurant Faroek ; None ; None ; 2572 ND, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2007 ; 
V.O.F. Matze ; Matze h.o.d.n. Délifrance ; None ; 2545 GM, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2020 ; 
Höfkens & Arkesteijn ; Cafetaria De Gele Raaf ; None ; 2282 GS, Rijswijk ZH ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 4 ; 2017 ; 
Will's Pancakehouse ; Will's Pancakehouse ; None ; 2512 KB, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 4 ; 2015 ; 
Tay-Wah Afhaalrestaurant ; None ; None ; 2562 EH, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.260125 ; 4 ; 2004 ; 
Viskiosk Hobbemaplein ; None ; None ; 2526 JA, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Parent ; None ; 2016 ; 0.260125 ; 3 ; 1998 ; 
Toko Sien Sien ; None ; None ; 2526 HK, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 4 ; 2019 ; 
Lunch bij bar ; Lunch bij bar ; None ; 2552 AN, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.260125 ; 4 ; 2004 ; 
Boenga Sama V.O.F. ; Boenga Mas ; None ; 2547 CK, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 4 ; 2016 ; 
Grillroom Mazzele ; None ; None ; 2573 EZ, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2016 ; 
Warung Kromo v.o.f. ; Warung Kromo II ; None ; 2518 CN, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2018 ; 
V.O.F. Wassenaar Snacks ; Wassenaar Snacks ; None ; 2586 TD, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 4 ; 2019 ; 
Tin Fat ; None ; None ; 2516 TM, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 1998 ; 
Restaurant Het Spinnewiel ; None ; None ; 2593 BS, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 4 ; 2003 ; 
Anatolia Donerkebab ; Anatolia Donerkebab ; None ; 2572 VZ, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2016 ; 
Snackbar Azmat ; Snackbar Azmat ; None ; 2511 CZ, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2017 ; 
Hellal YER Shoarma ; Hellal YER Shoarma ; None ; 1948 NS, Beverwijk ; NOORD-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2017 ; 
"Frankie I." (H. Ozdogan) ; "Frankie I" (H. Ozdogan) ; None ; 2571 RW, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2018 ; 
A & G Dal Zotto ; Ysfabriek Florencia A & G Dal Zotto ; None ; 2513 BN, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 1998 ; 
Kwalitaria Hoge Veld ; None ; None ; 2548 CM, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2008 ; 
Stichting D'ROEM ; None ; Joseph Ledelstraat 32 ; 2518 PM, 's-Gravenhage ; ZUID-HOLLAND ; Foundation Global Data Packet ; Independent ; +31-643376459 ; 2016 ; 0.260125 ; 4 ; 2018 ; 
Toko Rientje ; None ; None ; 2547 JA, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2008 ; 
Warung Leggelo ; None ; None ; 2541 HR, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Parent ; None ; 2016 ; 0.260125 ; 3 ; 2009 ; 
Lunchroom Waldeck ; None ; None ; 2551 KG, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2004 ; 
IJssalon "Melbalino" ; None ; None ; 2593 AE, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.260125 ; 4 ; 2018 ; 
M. Or Foods ; None ; None ; 2526 RV, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 4 ; 2010 ; 
Amalia Snack ; None ; None ; 2542 RG, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2010 ; 
Anita Hensen-van Goor ; None ; None ; 2511 DJ, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Parent ; None ; 2016 ; 0.260125 ; 3 ; 2010 ; 
Take Fresh/Bits & Bites ; None ; None ; 2585 AG, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2011 ; 
Lin Tong ; None ; None ; 2523 CS, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 4 ; 2011 ; 
V.O.F. M.A. de Vries h/o Verhage Fastfood ; V.O.F. M.A. de Vries h/o Verhage Fastfood ; None ; 3071 AR, Rotterdam ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 4 ; 2016 ; 
ijssalon Fietje ; ijssalon Fietje ; None ; 2496 SK, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 4 ; 2014 ; 
Cafetaria Ambachtsgaarde ; Cafetaria Ambachtsgaarde ; None ; 2542 EG, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2015 ; 
Café Melany ; Café Melany ; None ; 2572 TD, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2015 ; 
Tian Tian Sushi ; Tian Tian Sushi ; None ; 2573 LJ, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2015 ; 
Wien's Cafetaria ; Wien's Cafetaria ; None ; 2524 AT, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2016 ; 
Onder de Watertoren ; None ; None ; 2597 JV, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2018 ; 
Toptimer Café Speciaal ; None ; None ; 2562 AG, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.260125 ; 3 ; 2017 ; 
Café-Restaurant Pan ; None ; None ; 2595 SM, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.260125 ; 4 ; 2017 ; 
Food SenS ; None ; None ; 2511 CM, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 4 ; 2018 ; 
Biryani House ; Biryani House ; None ; 2525 SW, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Parent ; None ; 2016 ; 0.260125 ; 3 ; 2018 ; 
Aegonplein cafetaria en lunchroom ; Aegonplein Kwalitaria ; None ; 2591 TV, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.260125 ; 4 ; 2019 ; 
H & H B.V. ; None ; Melis Stokelaan 299 ; 2533 CT, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; +31-703699871 ; 2016 ; 0.260125 ; 4 ; 2012 ; 
Toko Tjik Tjak ; None ; None ; 2342 AC, Oegstgeest ; ZUID-HOLLAND ; Sole Proprietorship ; Branch ; None ; 2016 ; 0.260125 ; 4 ; 2012 ; 
V.O.F. De Bikkerij ; Restaurant Zebedeus ; None ; 2242 KS, Wassenaar ; ZUID-HOLLAND ; Collective Name Company ; Branch ; None ; 2016 ; 0.260125 ; 4 ; 2016 ; 
Newfork B.V. ; None ; Korte Poten 63 ; 2511 EC, 's-Gravenhage ; ZUID-HOLLAND ; Private Limited Company ; Branch ; +31-104137946 ; 2016 ; 0.260125 ; 3 ; 2018 ; 
H. H. Orval t.h.o.d.n. Bagels & Beans Haroekoeplein Utrecht ; Bagels & Beans Haroekoeplein Utrecht ; None ; 3531 WK, Utrecht ; UTRECHT ; Sole Proprietorship ; Independent ; None ; enue ; 0.241 ; 1 ; 2020 ; 
Snackbar 't Vennetje ; Snackbar 't Vennetje ; None ; 2525 GA, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; enue ; 0.241 ; 2 ; 2020 ; 
The Sushi Corner ; None ; None ; 2521 AH, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; enue ; 0.241 ; 1 ; 2020 ; 
Coco's Gelato ; Coco's Gelato ; None ; 2511 EE, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; enue ; 0.233 ; 1 ; 2020 ; 
De Notenspecialist ; Mr. Candy ; None ; 2586 JW, 's-Gravenhage ; ZUID-HOLLAND ; Collective Name Company ; Independent ; None ; 2016 ; 0.216771 ; 4 ; 2019 ; 
De Churros-Express ; None ; None ; 2548 ZR, 's-Gravenhage ; ZUID-HOLLAND ; Sole Proprietorship ; Independent ; None ; 2016 ; 0.216771 ; 2 ; 2017 ; 
